name,record,fighter_url,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Yusaku Nakamura,14-4-1,http://ufcstats.com/fighter-details/03e8df49c4a059ba,"5' 5""",145 lbs.,--,,"Jun 21, 1986",1.72,45,3.67,55,0.0,0,83,0.0
Rinya Nakamura,10-1-0,http://ufcstats.com/fighter-details/d8c811df0386d5e8,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 23, 1995",3.27,52,1.72,63,2.58,81,100,1.4
Keiichiro Nakamura,8-1-0,http://ufcstats.com/fighter-details/3618e0632ecdba9c,"5' 10""",145 lbs.,"70""",Southpaw,"Dec 02, 1998",4.48,41,4.28,63,0.0,0,78,0.0
Tokitaka Nakanishi,12-4-0,http://ufcstats.com/fighter-details/eb9446a4f44e19cf,"5' 6""",135 lbs.,"66""",Orthodox,"Jul 28, 1996",1.1,44,1.57,45,3.0,37,0,0.0
Jutaro Nakao,25-19-4,http://ufcstats.com/fighter-details/95eb112a85601a0a,"5' 9""",170 lbs.,--,Southpaw,"Nov 30, 1970",0.53,38,1.06,44,0.38,50,56,0.0
Yoshihiro Nakao,9-3-0 (2 NC),http://ufcstats.com/fighter-details/e18012194473e8b0,"6' 0""",220 lbs.,--,Southpaw,"Jun 25, 1972",1.73,35,2.06,64,2.69,46,0,0.5
Mandel Nallo,14-3-0 (1 NC),http://ufcstats.com/fighter-details/8f4528c10bd34fab,"6' 0""",155 lbs.,"75""",Orthodox,"Jul 26, 1989",8.61,62,2.58,72,0.0,0,100,0.0
Yui Chul Nam,18-8-1,http://ufcstats.com/fighter-details/a00ec21cfbba17b6,"5' 9""",145 lbs.,--,Orthodox,"Jul 16, 1981",3.53,51,2.0,48,1.33,16,57,0.3
Tyson Nam,21-14-1,http://ufcstats.com/fighter-details/6e00cfffd54653c4,"5' 7""",125 lbs.,"68""",Orthodox,"Oct 06, 1983",3.87,33,4.97,65,0.0,0,87,0.0
Rose Namajunas,15-8-0,http://ufcstats.com/fighter-details/47b63240018d5d86,"5' 5""",125 lbs.,"65""",Orthodox,"Jun 29, 1992",3.5,41,3.38,63,1.47,48,62,0.3
Yasuhito Namekawa,25-16-4,http://ufcstats.com/fighter-details/6083f497c22cc075,"5' 9""",205 lbs.,--,Orthodox,"Oct 27, 1974",0.14,50,3.65,38,2.11,25,0,4.2
Nad Narimani,12-4-0,http://ufcstats.com/fighter-details/776a58a67665a171,"5' 8""",145 lbs.,"70""",Orthodox,"Apr 14, 1987",3.33,42,3.0,58,1.92,41,70,0.0
Roger Narvaez,8-3-0,http://ufcstats.com/fighter-details/3a12a2f096a6d975,"6' 3""",185 lbs.,--,Southpaw,"Sep 09, 1983",2.12,37,3.32,64,0.0,0,50,0.9
Fabio Nascimento,11-6-0,http://ufcstats.com/fighter-details/307064d3e0f036c2,"5' 10""",185 lbs.,--,Orthodox,"Mar 18, 1981",2.94,38,4.63,55,0.0,0,55,0.8
Allan Nascimento,22-6-0,http://ufcstats.com/fighter-details/253076a23d03dcd0,"5' 8""",125 lbs.,"69""",Orthodox,"Sep 11, 1991",3.06,55,2.53,52,1.26,23,37,1.1
Rodrigo Nascimento,11-3-0 (1 NC),http://ufcstats.com/fighter-details/d31a5546c0e9b213,"6' 2""",246 lbs.,"80""",Orthodox,"Nov 26, 1992",3.71,47,4.34,44,1.02,37,60,0.5
Bobby Nash,8-4-0,http://ufcstats.com/fighter-details/7dfb56f24fe5ddea,"6' 0""",170 lbs.,"74""",Orthodox,"Mar 26, 1990",3.42,37,3.95,51,2.37,33,100,1.6
Reza Nasri,0-1-0,http://ufcstats.com/fighter-details/d41937647eae9a34,"5' 11""",205 lbs.,--,Orthodox,--,0.0,0,0.0,0,0.0,0,0,0.0
Nasrudin Nasrudinov,9-1-0,http://ufcstats.com/fighter-details/769fa803bf9d2e3b,"6' 0""",205 lbs.,"71""",Orthodox,"Oct 06, 1991",1.03,87,0.29,75,2.2,50,40,0.0
Pawel Nastula,5-6-0,http://ufcstats.com/fighter-details/154a6b3ffae264cd,"6' 0""",230 lbs.,--,Southpaw,"Jun 26, 1970",1.3,43,1.73,50,3.0,60,0,1.5
Rafael Natal,21-9-1,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0,"6' 0""",185 lbs.,"77""",Orthodox,"Dec 25, 1982",3.1,47,2.48,57,2.55,34,77,0.5
Kevin Natividad,9-4-0,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1,"5' 6""",135 lbs.,"70""",Orthodox,"Apr 02, 1993",2.68,34,4.29,47,3.66,50,83,0.0
Ismail Naurdiev,25-8-0,http://ufcstats.com/fighter-details/6a96ad1bc34fb113,"5' 10""",185 lbs.,"74""",Orthodox,"Aug 18, 1996",3.66,52,1.75,64,1.48,40,73,0.2
Danny Navarro,17-7-0,http://ufcstats.com/fighter-details/618f72750ec50b05,"5' 10""",155 lbs.,--,,"May 27, 1983",3.83,32,4.62,57,2.17,25,100,0.0
Marcio Navarro,14-14-0,http://ufcstats.com/fighter-details/52f7d300738961ac,"6' 0""",155 lbs.,--,,"Sep 17, 1978",0.0,0,0.0,0,0.0,0,0,0.0
Tafon Nchukwi,6-4-0,http://ufcstats.com/fighter-details/6aae253467e8f9ce,"6' 0""",185 lbs.,"77""",Orthodox,"Oct 14, 1994",5.57,52,4.11,54,0.76,57,64,0.0
Dustin Neace,25-21-1 (1 NC),http://ufcstats.com/fighter-details/e503aa5c252a1b4d,"5' 9""",145 lbs.,"69""",,"Sep 12, 1986",2.08,32,2.66,56,0.0,0,0,1.7
Josh Neal,5-11-0,http://ufcstats.com/fighter-details/0b534765dca35e71,"6' 0""",185 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Joe Neal,6-2-0,http://ufcstats.com/fighter-details/5751267660c734cb,"5' 6""",135 lbs.,--,,"Jul 29, 1986",1.87,19,3.8,66,0.0,0,0,0.0
Geoff Neal,16-8-0,http://ufcstats.com/fighter-details/b997be68943010fc,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",5.02,50,5.5,57,0.54,45,87,0.1
Stanislav Nedkov,12-2-0 (1 NC),http://ufcstats.com/fighter-details/1d4bbaabd8b60173,"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981",3.33,43,5.39,43,2.77,41,0,0.0
Josh Neer,36-16-1,http://ufcstats.com/fighter-details/d1a1314976c50bef,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983",3.29,46,3.63,58,1.09,34,46,1.3
Nicolae Negumereanu,13-2-0,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994",3.58,41,5.56,39,1.02,28,62,0.0
Steve Nelmark,2-1-0,http://ufcstats.com/fighter-details/13e62d766b709aa6,"6' 0""",240 lbs.,--,Orthodox,--,0.0,0,0.0,0,0.0,0,0,0.0
Shane Nelson,16-7-0,http://ufcstats.com/fighter-details/2db7fa8db6bc9632,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984",1.38,31,2.84,61,1.31,18,54,1.6
Roy Nelson,22-14-0,http://ufcstats.com/fighter-details/3f7c14c7eca7195d,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976",2.18,36,4.79,46,1.14,27,65,0.1
Gunnar Nelson,19-6-1,http://ufcstats.com/fighter-details/fd55393021a8c255,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",1.77,61,3.06,48,2.0,52,68,1.0
Kyle Nelson,17-6-1,http://ufcstats.com/fighter-details/31f8081c7600da93,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991",3.6,45,4.48,53,1.18,23,66,0.5
Lissette Neri,6-4-0,http://ufcstats.com/fighter-details/f4db63258ecf0613,"5' 2""",145 lbs.,--,,"Aug 05, 1987",0.0,0,0.0,0,0.0,0,0,0.0
Mario Neto,13-5-0,http://ufcstats.com/fighter-details/1209b5134401ca53,"6' 0""",229 lbs.,--,Orthodox,--,1.89,50,1.89,70,2.84,100,0,0.0
Antonio Braga Neto,9-3-0 (1 NC),http://ufcstats.com/fighter-details/fae67903c4fe636b,"6' 3""",185 lbs.,"77""",Orthodox,"Oct 29, 1987",1.36,33,3.92,45,3.07,37,0,0.5
Eduardo Neves,7-2-0,http://ufcstats.com/fighter-details/1d688fa375d9431c,"6' 2""",263 lbs.,"78""",Orthodox,"Mar 16, 2000",7.69,65,6.15,55,5.77,66,0,0.0
Julio Cesar Neves Jr.,33-1-0,http://ufcstats.com/fighter-details/195d0d3e14a2e256,"5' 8""",145 lbs.,--,,"Apr 25, 1994",1.98,35,4.81,51,1.06,25,76,0.0
Nick Newell,14-2-0,http://ufcstats.com/fighter-details/f562238becb9ec50,"5' 10""",155 lbs.,--,Southpaw,"Mar 17, 1986",3.53,46,4.07,36,0.0,0,33,0.0
Journey Newson,10-5-0 (1 NC),http://ufcstats.com/fighter-details/78f485f851891d68,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 07, 1989",2.64,32,2.57,64,0.56,16,43,0.3
Jeff Newton,4-2-0,http://ufcstats.com/fighter-details/94609dd91731d428,"6' 2""",205 lbs.,--,Sideways,"Dec 11, 1966",0.28,20,1.41,52,0.0,0,0,8.5
Carlos Newton,16-14-0,http://ufcstats.com/fighter-details/952f6fa06f25a0ec,"5' 9""",170 lbs.,--,Orthodox,"Aug 17, 1976",0.65,41,1.55,44,2.47,70,43,0.9
Emanuel Newton,26-12-1,http://ufcstats.com/fighter-details/fbbbc68d368832fa,"6' 1""",205 lbs.,--,,"Jan 02, 1984",1.92,49,1.35,51,2.02,100,0,0.0
Francis Ngannou,17-3-0,http://ufcstats.com/fighter-details/8d03ce87ca14e778,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986",2.33,41,2.16,41,0.76,62,71,0.3
Nghiem Van Y,6-2-0,http://ufcstats.com/fighter-details/fd08d6536b7b91f0,"5' 7""",135 lbs.,"68""",Orthodox,"May 15, 1999",3.84,54,1.83,71,0.0,0,90,0.0
Ben Nguyen,16-8-0,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,"5' 5""",125 lbs.,"65""",Switch,"Aug 03, 1988",3.51,40,3.01,59,0.25,33,63,1.0
Steven Nguyen,10-2-0,http://ufcstats.com/fighter-details/69037fc7730e4225,"5' 11""",145 lbs.,"73""",Switch,"May 19, 1993",7.47,42,7.1,60,0.24,100,88,0.0
Alex Nicholson,7-4-0,http://ufcstats.com/fighter-details/2b6d855c6e280fb1,"6' 4""",185 lbs.,"77""",Orthodox,"May 02, 1990",4.12,43,4.65,47,0.0,0,50,0.5
Bo Nickal,8-1-0,http://ufcstats.com/fighter-details/35673bf5204524ee,"6' 1""",185 lbs.,"76""",Southpaw,"Jan 14, 1996",3.35,61,2.07,59,3.1,55,100,2.5
Mike Nickels,9-5-0,http://ufcstats.com/fighter-details/330ec26453c44a59,"6' 4""",205 lbs.,--,Orthodox,"Dec 13, 1971",4.44,52,1.11,64,11.11,80,0,2.8
Matheus Nicolau,19-6-1,http://ufcstats.com/fighter-details/1a31ef98efce7a79,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 06, 1993",3.31,51,2.98,65,1.22,43,90,0.8
Stewart Nicoll,8-2-0,http://ufcstats.com/fighter-details/2bd98ab77a8daa75,"5' 5""",125 lbs.,"65""",Orthodox,"Apr 11, 1996",3.0,34,6.69,48,2.55,14,25,0.0
Jaimelene Nievera,7-4-0,http://ufcstats.com/fighter-details/3edf45e1717fa764,"5' 5""",125 lbs.,--,Orthodox,"Oct 28, 1984",1.67,53,8.73,33,1.79,16,0,0.0
Khomkrit Niimi,6-10-0,http://ufcstats.com/fighter-details/52a003d768f10d91,"5' 2""",125 lbs.,--,,--,0.0,0,5.73,44,0.0,0,0,0.0
Tom Niinimaki,22-8-1,http://ufcstats.com/fighter-details/5fceb45939fc0c8a,"5' 9""",145 lbs.,"69""",Orthodox,"Jul 25, 1982",1.91,54,2.31,58,2.97,46,33,0.5
Ramsey Nijem,9-6-0,http://ufcstats.com/fighter-details/22aa91e402d0fe1f,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",3.05,44,1.62,62,5.32,62,55,1.1
Hans Nijman,9-7-0,http://ufcstats.com/fighter-details/4956f60b7fa57c1a,"6' 0""",250 lbs.,--,Switch,"Oct 23, 1959",0.0,0,0.0,0,0.0,0,0,0.0
Fedor Nikolov,0-0-0,http://ufcstats.com/fighter-details/346f789951e85f3f,--,--,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Jack Nilson,2-6-0,http://ufcstats.com/fighter-details/53e533db1b8e9712,--,--,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Mats Nilsson,11-4-1,http://ufcstats.com/fighter-details/a9bcf8717dd12532,"6' 1""",170 lbs.,--,Orthodox,"Dec 05, 1983",2.99,39,5.62,63,3.87,83,44,2.3
Guangyou Ning,5-4-1,http://ufcstats.com/fighter-details/2c1170b825f58e57,"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981",2.66,41,1.91,61,1.09,50,62,0.3
Soichi Nishida,5-10-1,http://ufcstats.com/fighter-details/6810d8d2dd557cf9,"5' 11""",320 lbs.,--,Orthodox,"Mar 02, 1967",0.0,0,0.0,0,0.0,0,0,0.0
Yosuke Nishijima,0-5-0,http://ufcstats.com/fighter-details/5cde96e0a1a1fffe,"5' 9""",205 lbs.,--,Orthodox,"May 15, 1973",1.72,37,5.59,56,0.0,0,0,0.0
Yamato Nishikawa,21-3-6,http://ufcstats.com/fighter-details/7beecbe0a08cf002,"5' 7""",155 lbs.,--,Orthodox,"Dec 06, 2002",0.0,0,0.0,0,0.0,0,0,0.0
Akiyo Nishiura,13-8-1,http://ufcstats.com/fighter-details/6c9383ffab2725a5,"5' 8""",139 lbs.,--,Southpaw,"Aug 08, 1983",1.59,57,1.26,57,0.0,0,52,0.3
Anthony Njokuani,16-12-0 (1 NC),http://ufcstats.com/fighter-details/6bf5a7d3e081ade2,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980",3.94,46,2.41,65,0.5,45,53,0.2
Chidi Njokuani,25-12-0 (1 NC),http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,"6' 3""",170 lbs.,"80""",Orthodox,"Dec 31, 1988",5.16,61,3.32,57,0.0,0,75,0.1
Derrick Noble,27-15-1,http://ufcstats.com/fighter-details/21321cdfba797c52,"5' 9""",170 lbs.,--,Southpaw,"Aug 14, 1978",6.21,40,3.79,59,0.0,0,0,0.0
Kyle Noblitt,11-2-0,http://ufcstats.com/fighter-details/4acf03bdec2025d7,"6' 2""",243 lbs.,--,,"Dec 26, 1989",0.0,0,0.0,0,0.0,0,0,0.0
Pedro Nobre,18-4-2 (1 NC),http://ufcstats.com/fighter-details/e983c62faf677ab2,"5' 5""",135 lbs.,--,,"Feb 13, 1986",1.37,30,9.16,35,0.0,0,0,0.0
Jacob Noe,3-11-0 (1 NC),http://ufcstats.com/fighter-details/9bff1b4c37ebbede,--,205 lbs.,--,,"Jul 29, 1980",0.0,0,0.0,0,0.0,0,0,0.0
Antonio Rodrigo Nogueira,34-10-1 (1 NC),http://ufcstats.com/fighter-details/ee9d73f4fee9cbdd,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",1.95,42,2.4,55,1.3,29,36,2.4
Rogerio Nogueira,23-10-0,http://ufcstats.com/fighter-details/73e09f837f3b5ecc,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",2.43,35,2.34,59,0.64,44,62,0.8
Alexandre Franca Nogueira,18-6-3,http://ufcstats.com/fighter-details/4c27ca8c8481f79a,"5' 7""",145 lbs.,--,Orthodox,"Jan 15, 1978",0.6,20,4.18,57,0.0,0,0,0.0
Talita Nogueira,6-0-0,http://ufcstats.com/fighter-details/a3d1d060f9af97fe,"5' 10""",145 lbs.,--,,"Oct 13, 1985",0.0,0,0.0,0,0.0,0,0,0.0
Kyle Noke,22-10-1,http://ufcstats.com/fighter-details/7339d340aa2889cb,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980",3.23,50,2.09,64,1.53,54,66,0.8
Tom Nolan,10-1-0,http://ufcstats.com/fighter-details/6c3b2525436cf5d4,"6' 3""",155 lbs.,"73""",Southpaw,"Mar 08, 2000",5.87,45,4.73,48,0.74,22,71,1.9
Eric Nolan,8-4-0,http://ufcstats.com/fighter-details/64b12fe31be7560c,"6' 2""",185 lbs.,"74""",Orthodox,"Sep 13, 1997",3.14,39,5.13,41,0.0,0,71,0.0
Nick Nolte,5-4-0,http://ufcstats.com/fighter-details/d665de9b4da87c22,"6' 0""",170 lbs.,--,,"Mar 04, 1981",0.0,0,0.0,0,0.0,0,0,0.0
KJ Noons,13-9-0 (1 NC),http://ufcstats.com/fighter-details/b7ffa72aa148599a,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 07, 1982",3.68,35,3.78,65,0.08,20,68,0.0
Sage Northcutt,11-2-0,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996",3.58,52,1.96,58,1.81,34,41,0.6
Jan Nortje,2-6-0,http://ufcstats.com/fighter-details/bd4389b71fdc0ce2,"6' 1""",310 lbs.,--,Southpaw,"Apr 11, 1975",3.32,51,4.5,32,0.0,0,66,2.9
Scott Norton,7-1-0,http://ufcstats.com/fighter-details/f21a3d68fb9df387,"5' 10""",170 lbs.,--,Orthodox,"Mar 15, 1973",0.67,30,0.34,60,2.52,25,0,0.0
Shohei Nose,12-5-2,http://ufcstats.com/fighter-details/6b0e83b094f816ac,"5' 6""",135 lbs.,"68""",Switch,"Oct 19, 1997",1.52,37,2.17,52,2.23,17,14,3.6
Jonatas Novaes,13-5-0,http://ufcstats.com/fighter-details/9e8e5c529057fe60,"5' 11""",170 lbs.,--,,"Mar 02, 1981",0.0,0,0.0,0,0.0,0,0,0.0
Jason Novelli,11-3-1,http://ufcstats.com/fighter-details/459e4dc69ec669b2,"6' 0""",155 lbs.,--,Orthodox,"Jun 08, 1979",1.73,24,3.55,66,0.7,33,100,0.0
Phillipe Nover,11-8-1,http://ufcstats.com/fighter-details/64360e618823a8e4,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984",1.79,35,2.48,56,0.99,28,44,0.7
Shayilan Nuerdanbieke,39-12-0,http://ufcstats.com/fighter-details/0a73acff6325c1e2,"5' 8""",145 lbs.,"69""",Orthodox,"May 04, 1994",1.95,45,2.64,50,3.3,35,28,0.2
Azamat Nuftillaev,13-2-1,http://ufcstats.com/fighter-details/b37321c0bb9e8570,"6' 0""",234 lbs.,"77""",Orthodox,"Jan 01, 1994",0.6,56,1.6,25,4.0,44,0,0.0
Diego Nunes,19-7-0,http://ufcstats.com/fighter-details/3a24769a4855040a,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982",2.72,43,2.59,58,1.18,44,65,0.6
Amanda Nunes,23-5-0,http://ufcstats.com/fighter-details/80fa8218c99f9c58,"5' 8""",135 lbs.,"69""",Orthodox,"May 30, 1988",4.55,51,2.62,57,2.73,54,82,0.7
Nina Nunes,11-7-0,http://ufcstats.com/fighter-details/d343df8ba11f4c4e,"5' 5""",125 lbs.,"64""",Orthodox,"Dec 03, 1985",4.39,45,3.47,55,0.24,33,73,0.5
Istela Nunes,6-6-0 (1 NC),http://ufcstats.com/fighter-details/efc67b07eed39794,"5' 4""",115 lbs.,"66""",Orthodox,"Jul 23, 1992",4.28,47,4.07,59,0.0,0,47,0.0
Josiane Nunes,10-4-0,http://ufcstats.com/fighter-details/68d35296f566792b,"5' 2""",135 lbs.,"67""",Southpaw,"Dec 23, 1993",5.65,43,5.76,51,0.0,0,58,0.0
Diyar Nurgozhay,11-2-0,http://ufcstats.com/fighter-details/709fadb644ee3f51,"6' 2""",205 lbs.,"74""",Southpaw,"Apr 22, 1997",4.52,59,2.81,61,1.37,75,80,0.0
Khabib Nurmagomedov,29-0-0,http://ufcstats.com/fighter-details/032cc3922d871c7f,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",4.1,48,1.75,65,5.32,48,84,0.8
Said Nurmagomedov,18-5-0,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",3.08,48,2.05,55,0.86,15,63,1.1
Abubakar Nurmagomedov,17-4-1,http://ufcstats.com/fighter-details/029e1293e609fd74,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 13, 1989",2.78,53,2.61,65,1.25,22,88,0.0
Umar Nurmagomedov,20-1-0,http://ufcstats.com/fighter-details/2b6fc1c02736833d,"5' 8""",135 lbs.,"69""",Orthodox,"Jan 03, 1996",3.86,56,1.86,61,4.03,46,79,0.2
Adilet Nurmatov,13-2-0,http://ufcstats.com/fighter-details/689502703bbfe5f2,--,155 lbs.,--,,"Aug 02, 1997",0.0,0,0.0,0,0.0,0,0,0.0
Kennedy Nzechukwu,14-6-1,http://ufcstats.com/fighter-details/8667caa0451d245b,"6' 5""",236 lbs.,"83""",Southpaw,"Jun 13, 1992",4.96,46,4.58,51,0.5,45,80,0.2
Jake O'Brien,15-4-0,http://ufcstats.com/fighter-details/20bcc9966affb19c,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",1.31,31,1.92,69,6.39,54,25,0.2
TJ O'Brien,20-8-0,http://ufcstats.com/fighter-details/d25b93992f285953,"6' 2""",155 lbs.,--,Orthodox,"Jan 01, 1987",3.77,46,4.78,57,0.94,100,0,0.0
Sean O'Connell,17-9-0,http://ufcstats.com/fighter-details/cb52f9490c2dc069,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983",5.46,48,6.77,45,0.0,0,30,0.5
Dan O'Connor,6-6-0 (1 NC),http://ufcstats.com/fighter-details/69ea0119f6f0dfe0,"5' 4""",115 lbs.,--,,"Nov 17, 1982",4.0,56,5.1,54,0.0,0,100,0.0
Sean O'Haire,4-2-0,http://ufcstats.com/fighter-details/46effbd1135423c5,"6' 5""",270 lbs.,--,Orthodox,"Feb 25, 1971",8.28,57,22.76,21,0.0,0,0,0.0
Sean O'Malley,19-3-0 (1 NC),http://ufcstats.com/fighter-details/b50a426a33da0012,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",6.05,60,3.4,60,0.24,42,60,0.2
Jeremiah O'Neal,13-25-0,http://ufcstats.com/fighter-details/338fda4ec7034c5d,"5' 8""",260 lbs.,--,,"Oct 25, 1977",1.15,40,7.5,23,0.0,0,0,0.0
Chuck O'Neil,17-9-0,http://ufcstats.com/fighter-details/56bc9ccb609df534,"6' 2""",170 lbs.,--,,"Sep 22, 1985",3.13,37,4.4,72,0.0,0,0,0.0
Casey O'Neill,10-2-0,http://ufcstats.com/fighter-details/04835018f90b118c,"5' 6""",125 lbs.,"69""",Orthodox,"Oct 07, 1997",7.89,52,5.65,57,1.45,34,70,0.7
Brendan O'Reilly,6-3-0 (1 NC),http://ufcstats.com/fighter-details/494b0bfdbac74502,"5' 7""",170 lbs.,"69""",Orthodox,"Jun 24, 1987",1.9,47,2.77,39,2.22,43,36,0.6
Takahiro Oba,5-7-1,http://ufcstats.com/fighter-details/7139cd2ae4bf6a29,"5' 8""",200 lbs.,--,Southpaw,"Aug 14, 1976",0.23,25,1.82,69,0.0,0,0,0.0
Nobuhiro Obiya,12-5-1,http://ufcstats.com/fighter-details/6e3282d57d2467a0,"5' 8""",145 lbs.,--,Orthodox,"Jan 15, 1981",0.63,28,2.53,55,0.5,50,41,0.5
Jose Ochoa,8-2-0 (1 NC),http://ufcstats.com/fighter-details/88be62d6c1e6dadb,"5' 7""",125 lbs.,"67""",Southpaw,"Dec 31, 2000",3.01,37,2.33,60,0.43,50,59,1.3
Christian Ocon,2-1-0,http://ufcstats.com/fighter-details/2d6d6ffe5a446ea2,"5' 8""",135 lbs.,"69""",Orthodox,"Feb 05, 1996",1.73,53,5.27,34,0.0,0,63,0.0
Richard Odoms,13-3-0,http://ufcstats.com/fighter-details/f43907e75f8d9baa,"6' 5""",265 lbs.,--,Orthodox,"May 08, 1975",0.0,0,0.0,0,0.0,0,0,0.0
Volkan Oezdemir,21-8-0,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",4.99,48,4.19,55,0.5,29,80,0.1
Kaan Ofli,14-4-1,http://ufcstats.com/fighter-details/7facc9c45d792985,"5' 7""",145 lbs.,"66""",Orthodox,"Jun 19, 1993",2.33,45,3.34,54,0.38,7,0,0.4
Naoya Ogawa,7-2-0,http://ufcstats.com/fighter-details/4b2390cfaceb91d8,"6' 4""",255 lbs.,--,Orthodox,"Mar 31, 1968",2.41,42,1.66,47,1.25,100,66,1.2
Trey Ogden,18-7-0 (1 NC),http://ufcstats.com/fighter-details/cfc3e7bb44685289,"5' 11""",155 lbs.,"72""",Orthodox,"Nov 14, 1989",3.2,50,3.49,55,1.89,32,100,0.7
Andy Ogle,9-6-0,http://ufcstats.com/fighter-details/b6c4451cb13c9303,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",2.24,44,2.23,50,1.44,26,58,0.0
Ho Taek Oh,7-2-1,http://ufcstats.com/fighter-details/5c020ee6ab450870,--,155 lbs.,--,,"Jul 20, 1993",0.0,0,0.0,0,0.0,0,0,0.0
Michiyoshi Ohara,0-2-0,http://ufcstats.com/fighter-details/6a8a06b542e1516d,"5' 10""",205 lbs.,--,Orthodox,"Nov 15, 1967",0.28,29,3.13,48,0.0,0,33,0.0
Koji Oishi,25-10-10,http://ufcstats.com/fighter-details/01daf32100ed7517,"5' 8""",170 lbs.,--,Orthodox,"May 31, 1977",1.43,9,17.86,43,0.0,0,0,0.0
Takayuki Okada,3-3-2,http://ufcstats.com/fighter-details/32541eb5d12668b4,"6' 1""",290 lbs.,--,Orthodox,"May 08, 1973",0.0,0,0.0,0,0.0,0,0,0.0
Yushin Okami,34-12-0,http://ufcstats.com/fighter-details/acff437707625fc7,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2.06,38,2.25,60,1.98,39,84,0.5
JJ Okanovich,7-1-0,http://ufcstats.com/fighter-details/aa40fe6038db56cb,"5' 11""",155 lbs.,"76""",Orthodox,"Nov 04, 1990",6.93,55,5.27,50,0.0,0,100,0.0
Bolaji Oki,10-4-0,http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 15, 1995",6.42,45,5.12,61,1.02,57,75,0.0
Kazuki Okubo,7-9-0,http://ufcstats.com/fighter-details/33454ad90754cb49,"5' 11""",175 lbs.,--,Orthodox,"Jun 30, 1979",1.53,38,1.97,46,0.51,25,36,2.0
Masakatsu Okuda,8-5-0,http://ufcstats.com/fighter-details/02a65a55f25fb4f3,--,--,--,,"Jan 16, 1976",0.0,0,4.27,34,0.0,0,0,4.3
Aleksei Oleinik,60-17-1,http://ufcstats.com/fighter-details/98c23cb6da5b3352,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",3.29,48,3.8,44,1.82,46,37,1.9
Michal Oleksiejczuk,22-9-0 (1 NC),http://ufcstats.com/fighter-details/0d65c432720accb9,"6' 0""",185 lbs.,"74""",Southpaw,"Feb 22, 1995",5.85,53,4.5,59,1.02,42,52,0.0
Cezary Oleksiejczuk,17-3-0,http://ufcstats.com/fighter-details/084532da3d25f3b8,"6' 3""",185 lbs.,"75""",Southpaw,"Jan 06, 2000",1.99,86,0.77,47,5.77,85,100,0.0
